Air temperature [K],Torque [Nm],Tool wear [min],Failure Type
299.8,42.6,111,0
300.5,34.3,40,0
303.7,38.3,61,0
300.1,35.8,160,0
300.9,51.0,142,0
301.1,43.3,168,0
297.4,46.2,37,0
302.9,34.8,150,0
298.8,42.8,23,0
299.1,31.6,41,0
303.7,51.3,42,0
302.0,57.3,147,3
303.4,50.0,163,0
298.8,40.3,160,0
301.8,43.3,68,0
297.8,36.5,132,0
301.5,39.0,160,0
298.4,29.5,107,0
301.8,35.9,97,0
298.2,45.1,49,0
297.6,32.4,130,0
298.7,55.6,194,0
299.0,37.7,126,0
296.7,53.8,133,0
296.9,35.0,102,0
296.8,42.9,74,0
299.3,60.6,8,0
297.2,40.0,195,0
297.5,38.8,197,0
299.2,35.4,64,0
300.6,40.2,28,0
304.1,28.5,132,0
302.1,50.3,146,0
298.7,57.1,124,0
297.5,36.6,80,0
298.8,25.4,209,0
302.2,49.4,207,0
301.5,42.6,109,0
300.9,42.7,212,0
303.8,58.7,156,0
297.5,49.8,177,0
300.7,46.9,165,0
302.7,24.4,146,0
298.1,40.3,109,0
298.3,41.4,10,0
298.8,38.8,65,0
299.6,36.3,62,0
302.9,30.4,74,0
299.1,44.7,170,0
301.7,40.9,106,0
303.1,61.5,127,1
299.2,39.8,34,0
301.0,33.7,114,0
297.2,25.6,103,0
299.1,35.9,174,0
297.9,32.4,126,0
301.7,37.7,93,0
300.8,50.2,154,0
303.3,36.6,47,0
300.6,34.0,144,0
298.8,35.2,47,0
301.3,47.5,42,0
299.9,49.7,126,0
299.2,33.7,193,0
300.1,40.1,46,0
300.4,38.7,76,0
302.4,62.4,106,3
298.2,33.3,191,0
299.0,57.4,146,0
300.5,45.3,58,0
299.0,19.7,137,0
303.4,44.2,168,0
297.7,38.2,94,0
301.4,38.9,179,0
297.2,25.8,7,0
301.3,25.4,22,0
300.8,46.2,56,0
302.3,50.9,36,3
302.2,53.0,17,0
300.5,42.5,117,0
300.3,65.2,136,1
299.0,38.8,109,0
299.4,34.1,176,0
298.9,55.3,166,0
300.4,61.4,19,0
301.1,43.9,73,0
296.6,42.8,156,0
298.1,28.9,76,0
303.8,45.4,36,0
302.4,43.4,23,0
300.0,53.2,158,0
301.3,35.3,55,0
298.3,56.9,81,0
297.0,46.4,132,5
300.7,47.3,19,0
300.4,43.0,117,0
299.0,38.0,168,0
300.7,41.8,112,0
299.6,29.8,142,0
297.8,38.2,185,0
299.5,36.6,14,0
297.3,46.2,16,0
301.4,26.1,123,0
299.6,31.2,120,0
298.3,35.8,140,0
299.3,41.4,67,0
302.9,34.9,185,0
303.5,34.0,134,0
297.3,55.0,104,0
301.3,37.8,199,0
301.3,39.7,85,0
298.1,35.9,132,0
301.0,37.3,21,0
295.7,26.2,97,0
300.6,51.1,157,0
300.7,37.2,19,0
298.6,33.0,15,0
303.6,38.5,64,0
300.6,32.7,0,0
298.6,36.7,182,0
300.4,29.3,129,0
300.6,37.7,122,0
299.7,55.5,87,0
299.7,36.4,149,0
300.9,39.9,51,0
301.8,46.4,37,0
298.1,43.4,68,0
300.6,44.8,226,0
298.1,19.2,150,0
303.3,37.3,36,0
301.0,46.1,103,0
299.3,44.8,91,0
299.1,46.1,176,0
300.8,61.0,54,0
298.0,35.4,114,0
300.8,39.0,109,0
298.1,53.8,129,0
302.2,35.9,152,0
301.6,32.0,58,0
299.3,47.4,3,0
300.2,40.8,157,0
297.5,37.6,112,0
298.4,35.7,107,0
299.0,39.9,114,0
300.5,60.4,102,0
300.5,28.6,161,0
299.6,48.5,153,0
300.1,35.7,45,0
298.0,33.0,24,0
298.6,42.4,169,0
302.2,40.4,93,0
297.6,40.9,90,0
298.9,32.5,63,0
301.8,28.8,31,0
297.7,29.1,102,0
298.3,23.9,114,0
297.7,44.1,26,0
300.7,35.9,10,0
297.7,40.2,132,0
298.2,51.9,153,0
298.9,39.5,30,0
302.3,37.5,55,0
302.4,42.2,143,0
299.6,46.9,116,0
298.3,53.8,164,0
299.0,39.6,105,0
301.1,12.2,100,1
303.1,49.1,140,0
299.7,55.3,139,0
303.2,42.5,227,0
299.8,30.4,33,0
300.8,31.1,151,0
301.0,44.3,194,0
296.3,33.8,151,0
299.8,39.9,207,0
296.9,20.4,68,0
301.9,51.7,153,3
301.1,25.1,126,0
298.8,47.6,85,0
298.0,37.3,217,0
299.0,40.7,212,0
300.1,41.7,186,0
301.3,41.7,16,0
298.4,45.5,11,0
298.5,36.8,133,0
301.8,49.5,168,0
296.6,22.3,208,0
303.4,54.3,68,0
300.3,48.1,119,0
300.5,46.7,206,0
302.0,43.2,12,0
298.1,30.0,53,0
299.6,40.8,118,0
298.8,33.3,170,0
297.3,43.2,63,0
300.8,36.2,31,0
302.3,47.8,131,0
299.1,38.2,155,0
298.2,18.7,144,0
300.5,26.3,125,0
297.6,45.9,101,0
299.2,26.1,69,0
299.7,39.4,125,0
297.4,43.0,113,0
302.3,56.2,208,2
300.5,51.5,166,0
300.7,31.0,73,0
304.2,44.0,41,0
301.5,44.2,129,0
299.7,41.6,62,0
300.5,30.5,198,0
301.9,43.8,130,0
300.8,48.1,172,0
298.3,37.3,160,0
298.6,35.0,21,0
299.0,45.2,110,0
299.9,38.2,160,0
300.9,37.4,96,0
300.1,64.7,57,0
300.3,41.6,184,0
300.2,44.3,73,0
299.0,35.0,200,0
303.6,45.3,29,0
304.0,30.6,121,0
299.8,27.1,16,0
299.8,40.3,101,0
302.7,26.7,4,0
298.3,47.0,15,0
297.6,47.3,169,0
297.6,39.7,69,0
298.9,53.2,189,0
301.4,46.1,70,0
301.0,29.8,64,0
299.5,46.7,7,0
302.3,36.6,20,0
301.9,24.8,17,0
303.8,52.4,140,0
299.7,24.7,189,0
298.0,44.9,179,0
302.3,42.5,56,0
296.8,30.5,117,0
298.3,40.1,81,0
298.8,34.4,42,0
298.5,37.8,78,0
300.9,21.9,188,0
298.0,56.8,216,2
297.9,46.5,52,0
300.7,31.1,27,0
303.5,34.0,126,0
298.4,27.3,134,0
302.9,40.0,20,0
296.8,30.8,111,0
302.2,34.6,94,0
300.0,36.7,137,0
298.3,49.9,199,0
304.0,37.8,127,0
300.6,49.1,206,0
298.0,41.3,160,0
300.0,56.5,122,0
301.7,44.6,57,0
298.9,22.8,18,0
298.1,31.0,164,0
299.2,40.1,23,0
300.5,51.7,18,0
298.6,41.2,64,0
300.9,38.0,111,0
304.1,18.9,45,0
299.1,47.9,67,0
298.0,37.0,111,0
297.4,32.6,22,0
300.8,39.0,171,0
302.2,55.1,9,0
301.0,21.9,37,0
300.8,40.9,22,0
301.0,39.9,61,0
300.8,48.1,198,0
297.4,42.8,186,0
301.0,57.2,20,0
297.9,37.7,15,0
302.5,37.6,54,0
297.4,32.0,166,0
297.0,42.4,124,0
299.9,36.7,118,0
299.3,45.4,37,0
301.4,48.4,131,0
298.4,40.1,111,0
300.8,37.9,227,4
302.9,59.9,24,0
300.9,44.3,4,0
299.6,35.1,149,0
298.6,48.6,25,0
300.5,44.6,23,0
303.0,36.1,142,0
302.1,50.3,11,0
301.9,40.3,6,0
300.5,36.5,4,0
301.4,38.3,9,0
300.5,47.7,24,0
300.6,49.6,29,0
303.4,35.8,90,0
298.3,41.2,149,0
298.3,29.3,162,0
301.0,25.8,174,0
298.9,36.7,101,0
301.9,37.6,70,0
300.1,48.5,205,0
299.2,41.8,28,0
300.2,30.8,191,0
298.7,33.4,121,0
301.1,34.9,122,0
303.6,40.1,85,0
302.7,34.1,186,0
303.9,44.1,197,0
300.5,38.2,199,0
300.4,40.3,149,0
298.9,46.5,202,0
300.1,33.8,140,0
302.2,53.0,36,0
303.4,39.4,197,0
298.4,24.7,158,0
300.6,55.1,136,0
297.3,47.8,31,0
297.0,45.6,172,0
301.4,44.7,173,0
302.3,33.1,39,0
298.6,37.1,30,0
298.8,47.4,187,0
299.9,41.8,109,0
299.1,60.3,36,0
301.2,37.1,153,0
302.1,40.0,7,0
300.7,54.4,171,0
298.3,56.1,206,2
300.9,21.8,12,0
300.7,26.8,146,0
303.9,22.5,110,0
298.4,33.5,116,0
302.8,43.5,47,0
296.9,44.5,15,0
298.0,42.9,101,0
301.4,34.6,187,0
302.3,32.3,150,0
297.9,47.3,28,0
301.0,39.3,146,0
299.5,49.5,0,0
301.3,40.9,7,0
301.4,44.5,159,0
300.5,49.9,59,0
299.8,28.3,173,0
299.7,42.6,0,0
300.8,33.3,52,0
301.4,32.6,155,0
296.5,49.2,64,0
300.6,52.6,208,0
299.4,47.3,86,0
297.4,49.4,188,0
298.7,44.8,178,0
300.3,51.4,48,0
298.2,44.1,166,0
300.9,56.1,182,0
301.0,37.0,127,0
303.6,31.9,53,0
300.6,39.2,221,0
304.0,27.1,88,0
299.3,41.6,155,0
297.3,33.5,14,0
298.9,27.6,166,0
302.4,37.1,168,0
296.7,42.1,55,0
298.4,39.3,192,0
300.9,60.4,139,0
300.2,31.0,193,0
295.4,38.2,181,0
301.3,38.5,47,0
298.1,37.0,29,0
301.7,42.6,164,0
298.2,57.8,8,0
300.2,41.0,32,0
301.5,48.1,189,0
301.2,32.9,171,0
301.9,65.9,29,0
299.3,34.9,160,0
297.8,38.3,134,0
301.9,62.8,22,3
303.8,33.4,203,0
300.3,18.5,204,0
298.9,32.3,202,0
302.6,27.1,32,0
298.6,15.5,44,0
296.7,27.9,55,0
301.6,44.9,161,0
301.0,53.4,180,0
300.1,45.9,100,0
303.3,32.7,76,0
298.6,49.9,17,0
299.1,42.7,225,0
300.2,31.2,176,0
302.3,34.8,72,0
299.9,54.8,32,0
297.5,44.5,4,0
303.4,19.0,53,0
301.3,30.4,151,0
302.0,36.2,8,0
298.2,26.1,66,0
295.7,14.6,149,1
301.4,50.6,37,0
296.9,45.7,122,0
301.5,35.5,218,0
302.2,39.5,36,0
302.2,40.6,52,0
297.9,33.8,33,0
302.8,51.0,42,0
295.3,38.5,189,0
297.9,47.2,155,0
302.0,55.6,79,3
300.8,45.0,183,0
297.5,50.1,137,0
303.4,50.0,54,0
297.6,35.9,71,0
300.8,52.7,178,0
298.8,27.6,56,0
302.5,39.2,172,0
297.4,24.8,81,0
303.7,48.6,183,0
297.4,46.4,114,0
301.2,43.6,78,0
300.6,36.3,95,0
296.7,38.6,53,0
300.8,44.5,129,0
298.1,63.9,19,1
300.5,51.7,202,0
298.0,56.2,218,2
297.8,33.5,26,0
302.3,49.9,48,0
301.2,38.3,87,0
298.7,38.4,62,0
302.4,28.3,88,0
296.2,34.9,140,0
297.9,37.6,72,0
303.8,47.1,162,0
297.5,39.5,96,0
300.4,56.2,122,0
300.3,32.3,123,0
301.0,41.3,16,0
300.9,46.6,201,0
298.9,32.6,230,0
298.8,51.5,0,0
298.3,43.0,123,0
303.0,41.4,100,0
299.0,34.2,141,0
298.2,51.3,180,0
301.1,49.4,48,0
299.6,27.7,159,0
297.1,44.4,0,0
302.5,36.0,69,0
300.3,43.5,160,5
303.5,33.3,71,0
303.4,18.3,207,0
298.5,29.8,160,0
301.8,35.8,61,0
297.4,26.8,158,0
298.5,53.0,114,0
301.4,28.9,94,0
303.4,38.2,26,0
297.5,45.0,19,0
302.6,38.0,144,0
303.2,52.9,12,0
298.6,44.9,115,0
302.6,54.1,19,0
303.6,43.2,23,0
302.9,41.7,196,0
297.6,49.0,34,0
302.7,24.0,63,0
297.5,43.5,195,0
297.3,24.5,41,0
298.5,28.3,15,0
302.5,57.4,152,0
302.6,32.2,70,0
299.0,42.8,202,0
300.4,38.1,209,0
300.6,39.6,3,0
298.1,41.4,60,0
300.4,36.2,10,0
301.0,23.5,198,0
303.8,59.9,205,2
300.6,37.2,90,0
297.5,31.0,45,0
299.8,16.6,144,0
299.7,53.4,166,0
300.6,35.3,0,0
302.1,44.9,97,0
298.0,26.0,119,0
297.1,32.4,194,0
295.6,40.4,174,0
299.8,44.3,167,0
302.2,23.2,70,0
299.2,38.9,160,0
298.8,47.3,141,0
298.0,47.6,76,0
301.1,51.1,190,0
302.6,28.2,2,0
297.8,28.9,128,0
301.8,38.6,38,0
298.4,41.1,162,0
300.5,27.6,62,0
296.8,54.5,86,0
302.7,47.3,70,0
298.7,50.5,111,0
299.2,43.3,37,0
298.4,50.8,94,0
301.2,32.9,129,0
304.1,36.3,86,0
300.1,46.9,116,0
297.6,45.6,179,0
301.8,36.9,197,0
302.2,42.9,13,0
298.9,26.3,30,0
302.5,40.2,48,0
298.2,61.0,189,2
300.2,21.0,19,0
297.5,42.5,145,0
297.4,36.4,126,0
303.7,47.3,158,0
300.6,53.8,103,0
298.9,52.9,106,0
301.5,22.4,149,0
303.3,44.4,73,0
302.6,39.7,141,0
300.8,39.3,23,0
297.6,45.4,138,0
298.6,26.1,5,0
300.5,55.3,167,0
299.3,32.4,5,0
301.9,16.1,42,0
297.6,51.0,37,0
303.5,33.3,120,0
300.6,27.2,52,0
300.1,29.2,95,0
299.8,47.5,216,0
297.7,42.4,38,0
300.9,35.7,175,0
298.8,38.5,55,0
300.5,41.3,116,0
299.9,56.2,133,0
300.9,34.2,45,0
302.1,40.7,13,0
297.8,42.6,17,0
302.2,23.7,129,0
300.9,31.3,159,0
297.9,34.7,74,0
295.6,62.3,142,0
300.1,33.6,168,0
302.6,32.8,193,0
302.2,47.0,187,0
300.3,38.4,54,0
298.0,48.7,138,0
300.9,41.7,180,0
299.9,44.4,20,0
300.4,40.0,51,0
301.4,29.2,110,0
297.7,24.4,28,0
296.9,41.8,127,0
302.5,46.7,65,0
298.8,53.0,138,0
302.1,59.2,153,1
300.6,52.9,93,0
297.5,43.5,0,0
301.3,23.2,215,0
300.7,49.3,106,0
298.4,47.9,25,0
297.9,41.9,50,0
297.8,33.0,29,0
300.7,40.7,82,0
300.8,32.1,116,0
296.8,38.3,9,0
299.8,26.3,150,0
300.7,42.4,224,0
301.4,43.9,210,0
297.5,34.8,204,0
301.0,38.4,49,0
296.1,32.6,33,0
303.4,51.3,51,3
298.5,43.7,189,0
303.3,46.0,234,4
300.5,43.3,9,0
295.6,29.0,161,0
300.7,50.6,83,0
298.2,48.4,51,0
299.5,30.5,177,0
297.9,39.6,45,0
298.3,45.3,212,0
303.5,41.7,32,0
299.1,48.8,229,2
300.8,26.9,45,0
298.7,46.7,198,0
302.2,42.3,56,0
302.6,43.2,68,0
298.9,39.8,62,0
304.0,34.5,92,0
297.4,35.0,105,0
300.2,26.4,20,0
299.3,43.1,186,0
295.6,48.6,124,0
298.6,51.1,34,0
298.5,40.5,170,0
298.8,54.4,165,0
302.9,46.8,175,0
300.5,23.8,31,0
298.8,45.4,113,0
298.9,42.4,149,0
297.4,43.9,47,0
300.0,35.7,46,0
301.7,46.8,136,0
301.4,43.4,86,0
302.3,22.7,135,0
299.6,32.4,112,0
298.4,41.0,191,0
301.0,28.4,168,0
299.9,43.2,132,0
300.7,49.8,165,0
302.6,37.5,199,0
298.3,37.0,28,0
297.8,44.7,88,0
302.3,57.1,146,0
304.2,48.7,17,0
298.1,47.4,142,0
304.0,56.0,61,0
299.2,39.1,117,0
303.0,41.4,125,0
298.2,38.3,87,0
301.7,39.8,92,0
295.5,48.9,65,0
299.6,38.3,124,0
299.2,51.0,171,0
302.7,34.3,0,0
302.2,45.6,140,0
299.4,28.1,179,0
300.6,49.5,174,0
303.5,22.3,96,0
300.4,48.7,189,0
296.6,25.1,86,0
298.0,39.2,155,0
300.2,52.1,30,0
299.9,35.5,171,0
301.2,29.6,211,0
301.6,40.1,142,0
303.6,30.8,12,0
300.4,46.5,164,0
298.7,42.3,182,0
300.8,40.3,71,0
300.9,34.0,181,0
302.5,56.9,97,3
302.3,42.7,68,0
300.9,43.6,185,0
301.0,63.5,143,0
299.0,31.8,89,0
302.3,46.0,184,0
302.9,36.5,44,0
300.7,31.6,111,0
302.4,36.4,12,0
300.3,33.6,59,0
297.4,48.1,88,0
297.4,37.9,154,0
298.7,34.1,130,0
303.0,28.8,117,0
300.2,51.0,46,0
299.3,40.7,120,0
300.8,47.3,123,0
300.4,44.4,136,0
299.6,40.9,137,0
297.6,48.9,63,0
295.6,25.8,29,0
302.5,44.0,146,0
302.3,30.4,218,4
297.5,24.0,195,0
299.2,33.5,185,0
300.5,64.0,87,0
301.4,37.4,74,0
298.6,37.5,27,0
300.3,37.2,9,0
297.9,34.6,219,0
300.7,36.9,229,0
300.7,35.3,167,0
298.1,49.8,198,0
297.5,50.7,7,0
300.1,28.5,141,0
302.1,30.3,186,0
298.2,30.0,3,0
297.5,39.0,72,0
300.1,36.1,43,0
296.9,43.9,149,0
300.4,37.2,228,0
303.3,27.7,44,0
300.6,41.3,43,0
297.8,43.6,141,0
298.2,44.2,0,0
302.2,39.6,96,0
300.9,17.8,173,0
300.3,53.8,86,0
301.1,53.3,8,0
303.2,36.6,43,0
298.0,48.5,181,0
300.6,29.9,72,0
300.7,47.2,74,0
302.4,46.2,186,0
302.4,50.1,188,0
303.6,22.3,116,0
300.7,26.7,108,0
302.1,45.0,162,0
299.2,50.0,193,0
300.0,28.1,114,0
299.0,37.9,60,0
302.6,39.1,84,0
302.3,43.5,117,0
297.3,48.1,23,0
302.2,35.8,160,0
298.6,33.2,147,0
299.8,56.4,188,0
302.4,40.6,205,0
300.7,36.9,153,0
300.3,32.0,173,0
301.8,30.4,124,0
302.2,47.4,161,0
301.5,44.3,43,0
297.5,29.8,72,0
299.4,42.1,22,0
301.0,32.7,59,0
298.2,44.5,89,0
300.6,21.4,64,0
301.2,38.4,85,0
300.6,38.2,83,0
298.1,33.9,193,0
298.4,35.4,208,0
298.8,29.5,14,0
300.2,41.9,106,0
298.7,40.9,109,0
303.9,48.2,77,0
297.0,22.8,118,0
297.4,41.2,197,0
301.5,46.6,24,0
299.7,37.7,4,0
302.2,42.5,53,0
299.1,36.0,195,0
296.6,35.0,168,0
300.9,38.7,217,0
298.4,50.1,125,0
298.8,41.1,13,0
299.3,39.4,80,0
298.9,52.7,2,0
299.8,40.3,141,0
302.1,34.8,177,0
300.6,36.7,17,0
301.5,43.5,112,0
298.9,31.8,17,0
301.5,44.0,208,0
300.7,51.4,61,0
298.1,55.7,30,0
302.8,50.5,30,0
300.9,27.8,90,0
299.1,44.2,82,0
298.9,24.1,213,0
297.4,49.7,174,0
302.9,49.9,55,0
300.5,41.8,205,0
301.7,50.6,195,0
298.9,54.6,185,0
298.5,41.2,19,0
298.6,37.6,175,0
299.1,48.4,101,0
297.3,35.6,16,0
300.4,43.2,0,0
298.9,32.5,93,0
301.8,23.6,30,0
299.0,19.9,98,0
302.1,30.8,182,0
297.3,36.1,218,0
297.8,45.5,2,0
298.9,51.3,43,0
301.5,44.7,164,0
298.2,60.9,32,0
302.5,43.0,108,0
298.5,44.6,163,0
304.2,44.9,37,0
298.2,33.8,100,0
297.5,43.0,15,0
300.3,46.3,50,0
299.0,30.7,244,0
299.3,45.7,97,0
300.5,49.4,37,0
297.8,32.2,195,0
298.7,42.2,58,0
300.5,42.4,163,0
299.0,33.4,44,0
301.6,70.0,62,0
303.7,29.0,42,0
302.3,47.0,11,0
304.1,43.4,52,0
298.1,32.6,57,0
298.2,36.0,186,0
301.5,47.1,115,0
296.9,38.2,175,0
296.9,50.7,43,0
300.7,28.2,191,0
299.3,39.1,147,0
297.3,46.5,29,0
297.3,55.2,156,0
302.6,43.1,35,0
300.4,32.5,154,0
303.7,42.7,194,0
300.5,42.6,11,0
301.6,30.1,40,0
297.7,40.4,35,0
303.5,47.0,23,0
299.3,24.2,125,0
303.4,45.0,16,0
296.9,35.7,100,0
301.1,41.6,202,0
299.2,35.7,138,0
302.0,31.9,37,0
302.4,47.3,162,0
300.9,42.1,181,0
298.2,35.2,199,0
300.3,30.3,178,0
298.7,36.0,0,0
299.1,46.1,112,0
301.2,37.2,219,0
300.2,43.6,127,0
298.9,22.6,193,0
297.2,27.2,140,0
298.4,47.0,214,0
303.6,23.3,103,0
301.5,21.8,9,0
297.3,29.4,148,0
300.9,35.2,124,0
298.5,49.8,186,0
300.5,50.2,119,0
298.4,22.5,170,0
297.2,39.4,9,0
300.5,21.7,56,0
298.7,45.6,47,0
297.9,44.4,67,0
302.3,50.3,110,0
300.1,34.7,189,0
302.3,30.3,112,0
300.3,25.6,43,0
300.3,57.5,12,0
299.3,42.2,83,0
300.1,46.2,134,0
298.3,30.3,148,0
297.7,57.0,105,0
300.3,41.4,2,0
301.3,32.2,43,0
297.6,42.3,193,0
302.0,44.9,86,0
301.5,35.4,150,0
303.0,41.8,111,0
296.7,41.7,148,0
303.3,38.5,221,0
300.6,46.9,138,0
300.3,29.5,0,0
302.6,38.9,213,0
304.1,30.9,9,0
297.1,51.2,186,0
298.2,45.0,85,0
298.1,35.1,38,0
300.3,40.2,194,0
300.9,25.6,119,0
297.6,33.8,22,0
298.7,51.3,201,0
302.3,33.5,158,0
299.5,35.1,54,0
298.2,31.5,30,0
298.9,44.1,118,0
297.8,48.8,23,0
300.7,46.4,75,0
297.2,41.5,125,0
299.0,46.2,168,0
300.1,31.6,124,0
300.3,60.3,206,2
298.6,44.3,7,0
302.8,49.5,10,0
303.8,47.0,152,0
301.5,36.4,167,0
298.2,53.1,83,0
298.0,44.3,124,0
301.4,29.1,166,0
299.6,51.2,40,0
299.0,34.5,214,0
302.6,39.0,97,0
302.3,29.9,141,0
299.8,43.5,156,0
301.3,55.6,127,0
298.0,48.2,7,0
299.7,32.8,142,0
301.2,41.1,53,0
300.7,45.3,100,0
301.8,42.3,0,0
302.2,34.6,17,0
297.5,29.9,32,0
302.1,50.0,205,0
298.5,12.1,102,1
296.9,44.8,144,0
297.6,45.8,31,0
298.1,43.7,200,0
301.9,39.2,39,0
297.5,55.8,188,0
298.3,45.3,78,0
302.6,36.4,160,0
299.3,43.4,67,0
300.8,67.3,159,0
298.8,21.6,126,0
300.3,47.4,197,0
298.3,40.1,31,0
297.9,43.6,89,0
299.5,50.4,85,0
299.0,43.5,159,0
300.0,51.2,190,0
300.3,46.7,210,4
298.1,25.4,147,0
300.9,43.8,210,0
302.2,19.9,200,0
301.8,23.9,198,0
297.4,50.6,220,2
302.6,57.2,67,3
302.4,41.2,60,0
301.6,49.5,211,0
299.1,31.1,242,0
298.1,44.1,104,0
300.3,48.0,119,0
296.9,37.2,160,0
298.3,45.5,75,0
300.7,46.1,209,0
300.6,48.0,203,0
300.8,38.5,181,5
297.9,36.0,168,0
297.2,38.5,164,0
301.1,43.4,111,0
300.2,50.2,98,0
300.3,28.3,193,0
302.6,66.8,80,1
299.1,26.6,172,0
301.9,23.4,163,0
299.4,33.7,174,0
302.6,37.0,211,0
300.5,31.1,149,0
301.1,49.1,0,0
300.2,37.3,102,0
302.6,38.1,178,0
297.4,34.6,51,0
300.5,30.4,170,0
303.6,39.5,103,0
302.4,45.7,200,0
302.0,35.2,184,0
301.8,49.0,214,0
297.6,41.2,178,0
301.4,46.6,37,0
297.2,43.7,160,0
297.9,37.3,100,0
298.7,32.6,197,0
301.8,27.3,29,0
302.2,41.8,66,0
298.9,54.0,6,0
297.6,43.0,119,0
297.2,35.8,95,0
295.8,49.2,63,0
297.5,56.0,73,0
299.5,51.9,114,0
298.5,29.6,13,0
297.9,34.5,191,0
297.6,50.6,55,0
297.6,20.5,10,0
298.4,44.2,23,0
298.8,39.1,211,0
297.5,44.8,24,0
297.3,42.0,109,0
303.6,30.7,5,0
298.0,35.2,195,0
297.5,27.0,133,0
301.0,47.0,59,0
298.1,50.3,115,0
298.0,28.9,123,0
299.5,41.5,181,0
299.7,29.8,93,0
300.7,27.1,215,0
298.8,39.1,45,0
297.5,33.4,74,0
301.9,26.0,132,0
300.0,47.3,208,0
297.4,35.4,51,0
303.3,30.6,50,0
299.1,31.4,161,0
302.9,44.7,157,0
301.9,49.8,174,0
298.4,32.0,80,0
303.5,70.6,94,1
303.7,44.1,40,0
301.8,55.9,156,0
301.9,51.0,76,0
304.2,37.6,25,0
300.8,42.8,173,0
304.1,33.6,108,0
299.0,60.9,117,0
298.8,48.7,133,0
302.6,36.0,74,0
301.1,55.7,169,0
300.7,34.5,197,0
300.4,34.6,24,0
301.0,37.6,103,0
297.2,41.9,97,0
302.0,23.2,161,0
297.2,49.7,210,0
300.4,50.8,189,0
301.0,56.0,33,0
298.3,33.4,106,0
302.7,48.7,9,0
302.0,33.1,97,0
296.7,33.6,38,0
301.0,43.3,131,0
297.8,49.6,101,0
301.7,38.8,132,0
300.4,51.2,143,0
297.5,51.5,21,0
297.5,50.0,218,0
299.4,45.4,137,0
300.2,40.5,188,0
298.9,56.3,84,0
302.2,34.0,19,0
298.4,14.2,164,0
298.2,38.2,59,0
301.4,45.3,188,0
297.1,53.4,199,0
298.3,20.6,176,0
301.6,49.3,106,0
304.2,23.7,86,0
297.6,36.9,25,0
301.4,26.5,6,0
298.4,60.7,216,2
302.2,29.8,112,0
300.2,20.9,20,0
303.1,31.8,217,0
299.3,42.1,104,0
302.3,66.7,205,1
298.8,63.4,37,0
297.9,37.6,47,0
301.6,26.3,14,0
298.7,45.1,51,0
297.4,46.8,116,0
301.0,48.1,145,0
300.9,44.5,135,0
300.6,42.6,114,0
297.4,34.2,72,0
299.1,59.0,81,0
300.9,47.6,140,0
300.4,33.4,32,0
298.7,55.3,148,0
297.7,26.3,24,0
299.1,28.1,17,0
298.8,30.3,119,0
300.1,31.1,203,0
298.1,47.4,51,0
300.3,41.6,97,0
298.7,42.7,180,0
299.5,20.4,164,0
300.7,57.1,194,2
301.7,44.0,61,0
298.4,42.0,120,0
301.4,33.9,208,0
297.1,39.6,205,0
302.3,44.0,67,3
298.5,54.4,44,0
303.9,42.8,97,0
300.4,30.4,195,0
296.8,34.7,191,0
302.7,57.7,19,0
298.1,35.3,119,0
301.8,46.3,100,0
298.5,27.8,113,0
301.5,54.4,7,0
300.2,55.8,82,0
300.3,30.8,144,0
296.5,38.5,98,0
300.6,43.8,18,0
300.8,43.7,139,0
298.8,41.3,208,4
301.8,31.6,199,0
297.6,39.0,44,0
297.9,35.8,40,0
297.5,50.5,6,0
300.1,36.8,189,0
299.1,46.9,87,0
301.0,36.2,188,0
299.1,31.4,121,0
298.2,38.0,179,0
302.2,33.7,158,0
299.0,48.0,174,0
300.1,48.5,203,0
302.3,44.8,65,0
300.4,21.3,92,0
302.5,51.6,205,0
303.1,42.7,221,0
299.3,15.4,207,0
298.8,38.7,66,0
300.3,39.5,180,0
297.3,29.4,123,0
299.8,58.2,65,0
297.8,35.6,131,0
296.4,5.6,213,1
302.6,45.4,0,0
302.2,31.4,2,0
303.1,44.1,109,0
302.3,33.4,139,0
300.7,37.2,48,0
302.5,43.5,184,0
297.4,46.2,167,0
298.1,44.5,49,0
296.5,59.1,89,0
301.6,35.3,156,0
298.5,45.1,148,0
297.8,32.9,70,0
297.7,38.3,63,0
301.0,41.5,57,0
300.2,37.7,217,0
303.2,57.0,144,0
301.3,47.7,70,0
299.0,33.6,67,0
301.5,49.6,129,0
300.6,37.0,187,0
300.8,46.0,180,0
300.0,28.7,55,0
298.5,51.9,157,0
299.9,38.1,193,0
302.4,46.1,202,0
300.9,31.2,2,0
297.1,27.6,181,0
303.7,32.6,9,0
301.0,25.7,192,0
297.4,38.8,23,0
300.6,40.3,103,0
297.6,36.2,63,0
296.8,28.4,118,0
302.7,25.1,177,0
298.0,46.6,201,0
299.1,38.5,166,0
301.7,40.0,188,0
300.5,29.5,106,0
303.4,35.5,98,0
300.5,17.2,196,0
298.1,40.9,49,0
297.2,17.3,119,0
296.7,33.4,50,0
301.9,31.4,27,0
297.4,29.5,59,0
300.9,28.9,183,0
298.9,42.1,23,0
302.8,43.4,68,0
297.1,36.6,177,0
298.7,23.8,118,0
300.7,40.6,33,0
303.0,32.1,104,0
303.1,34.8,25,0
301.0,31.1,143,0
296.7,46.3,203,0
300.1,42.2,139,0
300.0,30.8,155,0
